P_ID;Date;PURQ1;PURQ2_R;PURQ3;PURQ4_R;BELQ1;BELQ2_R;BELQ3_R;BELQ4;BELQ5;BELQ6;COLQ1;COLQ2_R;COLQ3;COLQ4;COLQ5;GROWQ1;GROWQ2;GROWQ3;GROWQ4_R;GROWQ5;GROWQ6;ENGCQ1;ENGCQ2;ENGCQ3;ENGSQ1;ENGSQ2;ENGSQ3;ENGAQ1;ENGAQ2;ENGAQ3;ENGIDQ1;ENGIDQ2;ENGIDQ3;ENGIDQ4;PERFQ1;PERFQ2;PERFQ3;PERFQ4_R;PERFQ5;PERFQ6;PERFQ7;PERFQ8;PERFQ9;PERFQ10;PERFQ11_R;PERFQ12;PERFQ13;PERFQ14_R;PERFQ15_R;PERFQ16_R;PERFQ17_R;PERFQ18_R;RETQ1_R;RETQ2_R;RETQ3_R;Gender;Age;WFH_past_3_months;Position;Education;Income;WFH;int_mean;soc_mean;aff_mean
403;17.07.2022;4;5;4;4;5;4;5;3;4;3;4;5;3;3;4;3;4;4;4;3;3;4;4;4;2;3;2;4;4;3;3;3;4;3;5;4;5;3;5;5;4;4;4;4;3;3;4;4;4;5;3;2;3;3;5;Male;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;4;2.33333333333333;3.66666666666667
404;17.07.2022;4;5;4;5;4;4;3;4;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;4;2;4;4;5;5;5;5;Female;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;4.33333333333333;5;4.33333333333333
405;17.07.2022;3;4;4;3;5;5;4;4;4;3;4;4;4;4;3;2;2;2;4;2;3;4;4;4;4;3;3;2;2;2;1;2;3;2;5;4;4;5;5;5;3;2;2;4;5;2;5;4;3;1;4;1;1;1;4;Female;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Fulltime;4;3.33333333333333;2
406;17.07.2022;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;2;3;3;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;5;5;5;5;5;4;4;5;4;5;5;1;5;4;1;1;4;1;5;Female;31 - 40 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;4;4;4
407;17.07.2022;4;4;5;5;4;4;2;4;2;4;4;3;4;4;4;3;3;3;5;3;4;3;4;3;4;4;4;4;4;4;4;4;4;3;5;5;4;5;3;3;3;4;3;4;4;4;4;5;4;3;3;4;5;5;5;Female;21 - 30 years;3 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;3.33333333333333;4;4
408;17.07.2022;5;4;5;5;3;3;4;3;4;3;4;4;1;2;2;3;3;3;4;4;5;5;5;5;3;4;3;4;4;4;5;3;4;4;5;5;5;4;4;4;5;5;5;5;4;5;5;4;5;3;2;2;3;2;4;Male;31 - 40 years;2 days a week;Vice President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Hybrid;5;3.33333333333333;4
409;17.07.2022;5;5;5;1;4;5;3;5;5;5;4;5;4;4;5;5;5;4;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;5;4;5;4;4;4;4;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;Female;31 - 40 years;1 day a week;CEO & President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;4;5
410;17.07.2022;5;4;5;4;4;4;1;4;5;4;5;5;4;4;5;4;4;5;5;5;3;5;4;5;4;2;3;5;5;5;5;5;5;5;4;5;5;5;4;5;5;4;4;5;5;5;5;2;5;5;2;3;5;4;5;Female;21 - 30 years;Not at all (I can't work from home);People Manager;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Fulltime;4.66666666666667;3;5
411;17.07.2022;4;5;5;5;5;5;4;4;5;5;4;4;5;4;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;2;5;5;2;2;4;4;5;Female;21 - 30 years;3 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;5;4;5
412;17.07.2022;4;5;5;3;5;4;4;2;3;3;5;5;4;5;4;4;2;4;4;4;2;5;5;5;3;1;4;5;5;5;4;3;5;3;4;5;5;4;3;5;5;5;5;4;4;5;2;5;5;5;5;3;4;1;5;Female;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Fulltime;5;2.66666666666667;5
413;17.07.2022;3;3;3;3;4;4;3;3;3;3;5;3;3;2;3;4;3;5;3;4;3;4;4;4;3;3;3;4;4;4;4;3;3;4;5;4;4;2;4;4;2;4;4;4;4;2;5;4;4;3;3;3;3;4;4;Female;21 - 30 years;3 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;4;3;4
414;17.07.2022;3;2;2;5;4;3;5;3;3;3;3;5;3;2;2;2;2;1;2;3;2;3;2;3;1;1;1;3;3;4;3;3;4;4;3;3;4;4;2;3;4;4;3;4;4;3;4;2;3;4;3;2;1;1;5;Female;31 - 40 years;1 day a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;2.66666666666667;1;3.33333333333333
415;17.07.2022;3;5;2;2;5;4;3;4;5;4;2;3;4;2;4;4;2;4;3;4;1;4;4;4;2;2;2;3;4;3;2;4;3;2;4;4;4;4;4;4;4;4;4;4;4;3;4;2;4;4;2;2;3;2;4;Female;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;4;2;3.33333333333333
416;17.07.2022;5;5;5;5;5;5;4;5;5;5;4;4;5;5;5;5;5;5;4;5;5;5;5;4;4;5;4;4;4;4;4;4;4;5;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Female;51 - 60 years;3 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;4.66666666666667;4.33333333333333;4
417;17.07.2022;4;4;4;4;5;4;3;5;4;4;4;5;5;4;3;5;4;4;5;4;3;5;5;5;4;4;4;4;3;4;5;4;4;5;4;5;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;5;5;5;Female;21 - 30 years;1 day a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;5;4;3.66666666666667
418;17.07.2022;5;4;5;4;4;4;5;3;4;4;4;4;4;4;5;3;4;4;4;5;2;5;4;4;5;4;4;5;4;4;5;4;4;4;4;5;4;4;4;5;4;5;5;4;4;4;2;4;4;5;5;5;4;5;5;Male;41 - 50 years;4 days a week;Director;Doctoral Degree (e.g. Ph.D., Dr.);More than $150.000 a year;Hybrid;4.33333333333333;4.33333333333333;4.33333333333333
419;17.07.2022;5;4;5;4;5;5;5;4;4;5;4;4;3;4;4;4;5;4;4;4;4;4;4;4;3;4;3;5;3;4;4;4;4;5;3;4;4;4;5;4;3;4;3;2;2;4;5;2;4;4;2;3;4;4;4;Male;21 - 30 years;Not at all (I can't work from home);Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Fulltime;4;3.33333333333333;4
420;17.07.2022;5;5;5;5;4;5;3;4;5;4;5;1;5;4;4;5;5;5;5;5;5;4;4;4;5;4;5;4;4;4;4;5;5;5;2;5;5;5;4;5;5;4;5;5;5;5;5;3;5;3;2;4;5;4;5;Male;41 - 50 years;Every day ( 5 days a week or more);CEO & President;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;4;4.66666666666667;4
421;17.07.2022;5;5;5;4;4;4;4;3;3;4;3;5;3;3;4;2;4;2;2;3;2;3;5;4;5;5;3;4;3;4;4;2;5;5;4;5;3;5;3;3;5;4;4;5;5;4;3;2;4;3;4;2;1;1;4;Female;31 - 40 years;4 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;4;4.33333333333333;3.66666666666667
422;17.07.2022;3;5;3;4;4;3;3;4;4;3;4;5;5;5;5;4;4;4;4;4;5;5;5;5;3;3;4;5;5;5;5;4;2;3;5;5;5;4;5;5;5;5;4;2;5;5;3;5;5;5;5;4;5;5;5;Female;21 - 30 years;3 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;5;3.33333333333333;5
423;17.07.2022;5;5;5;4;3;2;2;2;4;5;5;2;5;5;4;2;4;4;5;5;5;4;4;4;4;4;4;5;4;5;5;3;5;5;4;4;4;2;4;2;2;4;4;4;4;5;2;4;2;2;3;4;5;1;4;Female;21 - 30 years;3 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;4;4;4.66666666666667
424;17.07.2022;4;2;2;2;5;5;4;4;4;4;2;4;4;4;4;4;4;2;2;5;3;2;2;2;4;4;4;4;2;2;2;4;4;5;3;4;5;4;4;2;4;4;4;5;5;4;5;4;4;4;2;2;1;1;5;Male;31 - 40 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;WFH;2;4;2.66666666666667
425;17.07.2022;5;5;3;5;5;5;4;4;5;3;3;5;3;4;4;3;3;4;4;4;1;4;4;4;3;4;3;4;3;3;5;4;5;5;4;5;5;4;4;5;5;5;3;5;4;4;5;4;5;3;3;5;3;3;5;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;WFH;4;3.33333333333333;3.33333333333333
426;17.07.2022;5;5;4;5;5;5;5;5;5;5;4;5;5;4;5;3;3;4;4;4;3;4;4;4;5;5;4;5;4;4;4;4;5;5;5;5;5;1;5;5;5;3;4;5;5;4;5;5;5;5;3;2;3;3;5;Female;31 - 40 years;2 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;4;4.66666666666667;4.33333333333333
427;17.07.2022;2;3;1;1;3;2;2;1;3;2;3;5;4;3;2;3;1;3;1;2;1;1;2;1;2;1;1;3;2;2;1;1;3;1;5;3;4;5;5;5;5;5;5;5;5;4;5;3;4;3;1;5;1;1;5;Female;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Fulltime;1.33333333333333;1.33333333333333;2.33333333333333
428;17.07.2022;5;5;5;4;4;5;2;2;1;1;2;4;3;2;2;5;4;2;4;4;1;5;4;4;2;3;4;2;1;1;2;2;4;3;5;5;5;5;5;5;5;5;5;5;5;5;2;2;4;4;3;1;1;1;3;Female;31 - 40 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;WFH;4.33333333333333;3;1.33333333333333
429;17.07.2022;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;3;3;5;5;5;4;5;5;4;5;5;5;5;4;5;5;3;5;5;5;5;5;5;5;3;5;5;5;5;1;3;5;3;5;5;5;5;5;5;5;Female;21 - 30 years;3 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;4.66666666666667;5;4.66666666666667
430;17.07.2022;4;4;5;5;4;5;4;4;4;3;5;4;4;3;3;4;3;4;3;4;4;4;5;5;4;5;4;5;4;4;4;4;5;4;3;5;4;4;4;5;4;5;4;4;4;4;5;4;5;5;4;5;5;2;5;Male;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;4.66666666666667;4.33333333333333;4.33333333333333
431;17.07.2022;3;5;3;5;5;5;5;3;4;4;4;5;4;4;5;4;3;4;5;4;5;4;4;4;4;4;4;4;4;4;5;3;3;4;4;5;4;5;4;5;5;5;5;4;4;4;5;4;5;5;5;5;5;3;5;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;WFH;4;4;4
432;17.07.2022;5;4;4;5;4;4;5;4;5;5;5;4;3;4;5;4;3;4;4;4;4;4;4;5;5;5;4;5;5;4;5;4;5;4;5;4;5;4;3;4;4;4;4;5;4;4;5;3;3;4;2;5;3;2;4;Female;31 - 40 years;4 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;4.33333333333333;4.66666666666667;4.66666666666667
433;17.07.2022;5;1;5;5;4;4;5;4;5;5;3;4;5;5;5;4;4;4;1;5;5;5;5;5;3;2;3;5;5;5;2;4;3;5;5;5;5;5;5;3;5;4;4;5;5;5;4;5;5;4;5;3;5;1;3;Male;21 - 30 years;1 day a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;5;2.66666666666667;5
434;17.07.2022;4;3;5;4;5;4;4;3;4;5;5;4;3;4;4;3;3;4;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;5;4;4;4;3;4;3;4;4;4;4;3;4;4;3;4;4;4;5;5;2;1;Female;31 - 40 years;1 day a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;4;3.66666666666667;4
435;17.07.2022;5;5;5;5;5;5;5;5;5;5;4;5;4;4;4;5;4;4;5;3;3;5;5;5;3;5;5;5;5;5;5;5;4;5;3;5;5;3;3;4;5;5;5;5;1;5;5;2;3;4;5;5;5;5;5;Female;31 - 40 years;Every day ( 5 days a week or more);Vice President;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;5;4.33333333333333;5
436;17.07.2022;4;5;5;2;5;5;3;4;4;3;5;5;5;4;4;3;4;4;2;4;4;5;5;5;4;4;2;4;3;5;4;5;5;5;4;5;3;3;4;4;5;5;5;5;2;4;5;3;3;5;4;5;4;1;5;Male;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Fulltime;5;3.33333333333333;4
437;17.07.2022;3;4;3;5;5;4;3;4;5;3;4;3;4;3;4;2;3;3;5;4;4;4;4;4;3;1;3;5;4;4;3;4;3;2;5;5;5;4;3;4;4;4;4;3;4;3;4;3;3;3;4;2;4;3;4;Male;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Fulltime;4;2.33333333333333;4.33333333333333
438;17.07.2022;3;5;3;5;4;4;5;4;3;4;3;4;4;4;3;3;3;4;2;4;4;4;5;4;3;4;3;3;3;4;4;3;4;4;1;5;3;2;2;1;5;4;5;5;5;5;4;3;3;3;2;2;3;2;4;Female;31 - 40 years;2 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;4.33333333333333;3.33333333333333;3.33333333333333
439;17.07.2022;3;4;3;4;3;3;4;1;3;1;4;2;3;3;3;3;3;2;1;4;3;2;2;2;3;3;3;2;2;1;2;2;4;2;2;3;3;4;3;2;2;4;4;3;3;3;2;2;5;3;3;4;2;1;3;Male;31 - 40 years;3 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;2;3;1.66666666666667
440;17.07.2022;4;5;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;4;4;4;4;5;4;5;4;5;5;4;4;5;5;5;5;3;5;4;4;4;4;4;5;Female;31 - 40 years;1 day a week;Director;Other;$100.001 - $150.000 a year;Hybrid;5;4.66666666666667;5
441;17.07.2022;2;4;3;4;5;5;3;2;3;5;1;4;1;1;3;1;1;2;2;3;3;4;2;2;3;1;1;3;2;2;1;1;1;1;5;5;4;3;2;5;5;5;3;5;3;5;5;3;4;4;5;4;1;3;3;Female;21 - 30 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;WFH;2.66666666666667;1.66666666666667;2.33333333333333
442;17.07.2022;4;4;3;2;3;2;2;3;2;2;4;4;4;2;1;4;3;4;1;4;2;4;4;4;3;4;1;4;3;3;3;3;4;4;2;4;4;4;2;4;4;3;4;5;4;3;2;4;4;3;2;4;2;4;3;Female;21 - 30 years;3 days a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;4;2.66666666666667;3.33333333333333
443;17.07.2022;4;2;2;1;5;4;4;1;5;4;4;5;5;4;4;3;5;4;2;4;4;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;4;3;3;3;2;2;3;2;4;3;2;5;5;5;5;5;3;3;3;Female;31 - 40 years;Every day ( 5 days a week or more);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;WFH;3;3;3
444;06.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;1;5;5;1;1;1;1;1;1;1;1;Female;31 - 40 years;Every day ( 5 days a week or more);Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;WFH;5;5;5
445;06.05.2021;5;4;5;1;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;1;1;1;1;1;4;4;1;Male;31 - 40 years;Every day ( 5 days a week or more);CEO & President;Doctoral Degree (e.g. Ph.D., Dr.);$100.001 - $150.000 a year;WFH;5;5;5
446;06.05.2021;5;1;5;1;4;3;1;5;4;4;5;5;3;5;3;3;5;5;5;1;5;5;5;5;2;5;2;5;5;5;5;5;5;5;5;5;4;5;3;5;5;4;5;5;1;5;5;4;5;4;2;5;5;5;5;Male;51 - 60 years;4 days a week;Director;Doctoral Degree (e.g. Ph.D., Dr.);$25.001 - $50.000 a year;Hybrid;5;3;5
447;06.05.2021;3;4;5;5;3;5;4;5;2;4;4;5;4;4;4;1;2;2;4;2;2;5;5;5;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;Female;51 - 60 years;1 day a week;Director;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;5;2;5
448;06.05.2021;5;5;5;5;5;5;4;5;5;5;4;5;5;5;5;3;1;4;5;4;3;5;5;5;5;5;5;5;5;5;5;5;4;4;3;5;5;5;3;4;5;5;5;5;5;5;5;5;5;5;4;5;4;3;5;Male;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;5;5
449;06.05.2021;5;1;5;5;4;5;5;5;5;5;5;5;4;3;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;4;4;4;5;5;2;5;4;5;5;5;5;4;4;5;5;5;4;4;5;Male;41 - 50 years;Every day ( 5 days a week or more);CEO & President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;4.66666666666667;4.33333333333333
450;06.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;1;5;5;4;5;5;5;5;5;5;1;Male;31 - 40 years;Not at all (I can't work from home);CEO & President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Fulltime;5;5;5
451;06.05.2021;4;3;5;2;4;4;3;4;4;4;4;4;4;4;4;4;4;4;5;4;3;5;4;4;4;4;4;5;5;5;5;5;5;5;4;4;4;5;3;4;4;4;3;4;5;4;5;4;5;5;3;5;5;5;5;Male;41 - 50 years;1 day a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;4.33333333333333;4;5
452;06.05.2021;5;3;5;3;5;1;5;3;3;4;4;5;5;5;4;2;5;3;1;3;5;5;5;5;5;1;5;2;2;2;4;1;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;Female;31 - 40 years;Every day ( 5 days a week or more);Vice President;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;5;3.66666666666667;2
453;06.05.2021;5;5;5;1;4;5;4;5;5;5;4;4;4;4;5;4;4;4;5;4;4;5;5;4;4;5;4;5;5;5;5;4;5;5;4;5;4;5;5;5;5;4;4;4;5;5;5;5;5;5;4;5;5;3;3;Male;31 - 40 years;Every day ( 5 days a week or more);Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;WFH;4.66666666666667;4.33333333333333;5
454;06.05.2021;3;4;3;3;4;4;5;1;5;2;4;5;4;3;4;4;4;3;1;3;1;3;4;4;3;3;2;3;3;3;2;2;3;3;1;3;4;4;3;4;4;4;4;4;5;5;4;2;5;3;2;2;1;1;1;Female;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);NA;Fulltime;3.66666666666667;2.66666666666667;3
455;06.05.2021;4;4;4;5;5;5;1;4;5;4;4;5;4;4;4;3;3;4;5;3;3;4;4;5;4;3;4;4;4;4;4;4;4;4;3;4;4;2;4;4;4;5;4;4;5;4;4;2;5;4;4;4;4;3;5;Female;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;4.33333333333333;3.66666666666667;4
456;06.05.2021;4;2;3;3;5;4;4;4;3;4;4;4;3;4;4;5;5;4;3;4;4;4;4;4;3;4;3;4;3;3;4;3;4;4;3;3;4;3;3;2;3;3;4;3;4;3;4;4;4;3;4;4;5;5;5;Male;31 - 40 years;4 days a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;4;3.33333333333333;3.33333333333333
457;06.05.2021;4;5;4;5;5;5;5;5;5;5;4;5;4;4;4;3;4;5;3;4;4;5;5;5;5;3;3;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;4;5;Male;51 - 60 years;2 days a week;Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;5;3.66666666666667;5
458;06.05.2021;3;2;1;2;3;2;3;2;1;1;5;5;2;2;1;3;4;1;1;2;1;4;4;4;4;4;3;3;2;2;3;1;4;4;5;4;4;4;5;2;4;4;4;4;4;4;4;4;5;3;2;4;1;1;4;Female;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;4;3.66666666666667;2.33333333333333
459;06.05.2021;4;5;5;5;4;4;4;4;5;5;4;5;3;3;5;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;1;5;3;5;4;5;5;Male;41 - 50 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;5;5;5
460;06.05.2021;1;1;1;1;2;2;1;1;2;1;2;3;1;1;1;1;1;1;1;1;1;4;4;4;2;2;2;2;2;2;1;1;1;1;4;5;4;3;4;4;4;5;5;3;5;4;3;4;4;3;2;2;1;1;1;Male;41 - 50 years;Not at all (I can't work from home);Vice President;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Fulltime;4;2;2
461;06.05.2021;3;4;4;4;5;5;5;4;5;4;4;5;4;4;5;4;4;4;2;3;1;5;5;5;5;5;3;4;4;5;3;4;3;3;4;4;4;4;4;5;4;5;4;5;5;4;5;4;5;5;4;4;1;5;4;Male;41 - 50 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;4.33333333333333;4.33333333333333
462;06.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;4;4;3;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;Male;51 - 60 years;Every day ( 5 days a week or more);CEO & President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;5;5;5
463;06.05.2021;5;5;5;5;5;5;5;5;5;3;5;5;5;1;5;5;1;5;5;4;4;5;5;5;5;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Male;31 - 40 years;Not at all (I can't work from home);CEO & President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Fulltime;5;3.33333333333333;5
464;06.05.2021;4;4;4;4;4;4;4;3;3;3;4;5;4;4;4;2;2;3;2;3;3;4;4;4;4;4;3;4;4;4;3;3;4;4;5;5;5;4;5;4;4;4;4;4;5;5;4;5;5;5;5;5;3;3;4;Male;41 - 50 years;3 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;4;3.66666666666667;4
465;06.05.2021;4;2;1;3;3;2;1;2;4;1;3;4;2;3;3;1;1;1;5;1;1;4;5;5;3;3;4;4;4;4;4;4;4;3;4;4;2;2;1;4;4;3;4;3;5;4;4;5;5;5;5;5;1;1;1;Male;31 - 40 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;4.66666666666667;3.33333333333333;4
466;06.05.2021;3;4;4;4;4;5;4;4;2;2;3;5;4;3;4;2;2;2;2;2;3;4;4;4;2;2;2;2;4;4;2;2;3;3;4;4;4;4;4;4;4;5;4;5;5;5;5;5;5;5;4;5;5;1;3;Male;31 - 40 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;4;2;3.33333333333333
467;06.05.2021;5;5;5;1;4;5;4;5;5;5;4;4;4;4;5;4;4;4;5;4;4;5;5;4;4;5;4;5;5;5;5;4;5;5;4;5;4;5;5;5;5;4;4;4;5;5;5;5;5;5;4;5;5;3;3;Male;31 - 40 years;Every day ( 5 days a week or more);Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;WFH;4.66666666666667;4.33333333333333;5
468;06.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;4;4;2;4;5;5;5;5;Female;41 - 50 years;3 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;5;5;5
469;07.05.2021;4;3;5;5;4;5;4;4;4;3;4;5;4;4;4;5;5;4;4;4;4;5;5;5;4;4;4;5;5;5;4;4;4;5;4;4;5;4;5;4;4;4;4;4;5;4;4;3;5;5;5;5;4;3;5;Male;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;5;4;5
470;07.05.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;4;5;5;5;5;5;5;5;3;5;3;4;3;4;4;4;4;4;5;3;5;5;5;5;5;5;5;5;5;Female;41 - 50 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;4;4.66666666666667;5
